SpeciesCode,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
RLHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0
RNDU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA
RODO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0
ROPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0
RSHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0
RTHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,10,6,3,13,5,0,8,5,4,0,15
RTLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
RUBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,8,1,2,0,0,0,1
RUGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
RWBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,28,44,12,35,11,44,23,41,14,20,26
SACR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
SAGU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
SAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAPH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
SAVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,1,0,0,0,2,1
SBDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,3,3,0,6,4,1,1,1,3
SEOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
SESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA
SEWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNBU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
SNOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0
SORA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0
SOSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,81,51,26,76,33,63,69,49,44,47,70
SPSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
SSHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,4,0,3,3,2,2,0
STKI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
STSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
SUSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0
SUTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
SWSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,22,29,26,9,33,27,21,17,7,14,12
SWTH,23,NA,38,NA,NA,NA,18,NA,NA,NA,NA,NA,143,52,71,95,73,115,81,73,51,61,43,79
TEWA,3,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,17,16,15,2,32,9,15,67,31,6,16,50
TRES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,2,5,10,2,15,16,16,9,6
TRFL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,14,16,14,22,9,12,11,12,7,22
TUSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
TUTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,1,NA
TUVU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
UNBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
UNDD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
UNDU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
UNGU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
UNME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNSG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
UNYE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA
USCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEER,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,45,18,20,36,22,22,25,21,10,7,20,13
VESP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,0,0,0,1,0
VIRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
WAVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,2,2,0,4,0,2,1,0
WBNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,5,0,6,1,14,1
WCSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,159,95,110,170,147,148,81,78,50,53,32
WEVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,0
WEWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,NA,NA,NA,NA
WHIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,0
WIFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,1,0,0,NA,NA,NA,NA
WILL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
WISN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
WITU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
WIWA,NA,NA,NA,NA,18,30,22,NA,NA,NA,NA,NA,44,35,38,12,34,16,16,38,19,13,19,32
WIWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,11,9,11,12,8,7,8,7,NA,NA,NA
WODU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0
WOTH,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,17,12,17,14,21,18,23,10,11,15,5
WPWI,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA
WRSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WTSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,240,207,174,165,381,422,240,196,111,226,101
WWCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
WWDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WWSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
YBCH,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
YBCU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,NA,1,NA,0,NA,NA
YBFL,NA,NA,5,2,NA,26,39,NA,NA,NA,NA,NA,28,13,17,20,38,30,10,18,16,21,14,34
YBSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,7,10,11,24,2,12,5,4,5,7
YEWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,260,196,118,128,60,65,124,117,65,112,154
YRWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,504,603,213,781,378,474,685,449,234,318,487
YTVI,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,1
YTWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
YWAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,260,196,118,128,60,65,124,117,65,112,154
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,6,5,8
