SpeciesCode,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
RSTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RTHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0
RTHU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,0,26,11
RTLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,0,0,0,0
RUDU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
RUGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
RUTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,156,96,124,160,159,40,NA,26,35,76,30
SACR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0
SAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,0,0,0,0
SBDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCTA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,2,2,1,NA,0,0,2,0
SEPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
SESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEWR,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNBU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNEG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SORA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA
SOSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
SOSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,99,65,153,74,201,29,NA,63,50,164,72
SPSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0
SSHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,NA,0,0,0,0
SUTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
SWSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,55,36,68,82,120,58,NA,18,20,24,25
SWTH,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,31,NA,13,21,29,44,25,27,7,NA,10,7,16,4
TEWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,9,4,18,11,13,9,NA,6,11,60,17
TRES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,20,30,36,73,17,NA,20,18,32,19
TRFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,26,35,41,82,44,74,34,NA,10,11,24,31
TRUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
TUSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA
TUTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,4,1,3,0,NA,1,4,12,2
TUVU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0
UNDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNYE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
USCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
VEER,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,10,31,13,11,3,NA,4,9,8,8
VESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,1,NA,NA,NA,0,0,0,NA
VIRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,0,0,NA,NA,NA,NA
WAVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,12,12,9,22,8,NA,5,14,22,8
WBNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,11,7,8,0,NA,3,17,2,8
WCSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,15,21,75,33,34,10,NA,9,11,10,19
WEVI,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,NA,2,NA,NA,4,1,NA,NA,NA,NA,NA
WEWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
WHIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA
WISN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA
WITU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0
WIWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,28,15,44,22,18,32,NA,4,10,10,9
WIWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,11,10,2,3,NA,0,2,NA,NA
WODU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0
WOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,15,10,6,2,NA,4,1,8,4
WPWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
WRSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WTSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,282,137,378,201,333,100,NA,151,84,102,81
WWCR,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
YBCH,NA,NA,NA,1,NA,1,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
YBCU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,1,0,NA,NA,0,2,2,1
YBFL,5,NA,NA,NA,12,NA,NA,NA,NA,NA,7,6,9,8,3,29,4,9,6,NA,4,1,8,14
YBSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,0,NA,0,0,0,0
YEWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,153,159,286,187,328,107,NA,142,123,224,127
YRWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,29,92,278,35,42,NA,46,62,26,34
YTVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,1,NA,NA,3,1,4,2
YWAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,153,159,286,187,328,107,NA,142,123,224,127
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
