SpeciesCode,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TRFL,3,1,1,3,0,11,17,12,NA,5,7,7,3,NA,1,NA,NA,NA,NA,1,1,4,6,20
TUSW,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0
TUVU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
UNAC,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0
UNBL,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
UNBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,NA
UNDA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
UNDD,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0
UNDO,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
UNDU,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0
UNFA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
UNFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
UNGO,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA
UNGR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNGU,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,4,0
UNOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
UNPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
UNPH,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNPL,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNRA,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA
UNSG,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,4,0
UNSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
UNSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
UNSP,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,0
UNSW,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
UNTE,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
UNVI,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA
UNWA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA
UNWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
UNWR,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNYE,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,0
UPSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VATH,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEER,NA,3,0,2,NA,NA,NA,3,NA,NA,NA,NA,0,0,NA,0,2,0,NA,NA,NA,NA,NA,NA
VESP,0,0,1,6,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,NA
WAVI,5,9,6,4,0,NA,NA,7,NA,NA,NA,NA,1,0,2,1,1,5,1,1,8,15,1,8
WBNU,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,3,0
WCSP,7,1,1,0,0,NA,NA,1,NA,NA,NA,NA,2,4,1,0,5,5,3,5,2,1,4,2
WEGR,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEME,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0
WESA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WETA,NA,2,1,NA,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
WEWP,2,NA,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
WFIB,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
WILL,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0
WIPH,0,0,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA
WISN,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
WIWA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA
WIWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA
WOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
WRSA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WTSP,26,13,11,5,0,NA,NA,59,NA,NA,NA,NA,11,13,7,16,5,25,10,5,40,29,40,16
WWSC,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBFL,NA,1,NA,NA,NA,2,NA,2,1,NA,NA,NA,1,NA,NA,1,4,NA,NA,1,2,2,3,3
YBSA,0,0,1,0,0,NA,NA,2,NA,NA,NA,NA,2,0,1,1,0,NA,2,2,5,0,1,1
YERA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
YEWA,64,128,80,114,0,NA,NA,133,NA,NA,NA,NA,13,13,16,12,12,9,8,13,66,47,61,51
YHBL,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0
YRWA,55,39,32,16,0,NA,NA,36,NA,NA,NA,NA,79,28,35,34,7,42,16,15,24,14,25,13
YWAR,64,128,80,114,0,NA,NA,133,NA,NA,NA,NA,13,13,16,12,12,9,8,13,66,47,61,51
NA,0,2,0,1,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0
